RegionID,SizeRank,RegionName,RegionType,StateName,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021
394425,47,"Buffalo, NY",Msa,NY,6433.3333,6766.6667,7933.3333,7983.3333,8657.5,7690.8333,7674.1667,7000,6366.6667,5733.3333,5066.6667,5064.8333,5331.5,5364.8333,6333.3333,7700,9200,9166.6667,8466.6667,7266.6667,6433.3333,5516.6667,5216.6667,5750,6700,8333.3333,8366.6667,8933.3333,8933.3333,9900,10000,10000,9946.1667,9779.5,9479.5,9533.3333,9700,10000,10000,10000,10000
395012,48,"Raleigh, NC",Msa,NC,5700,6100,6400,6066.6667,5966.6667,5666.6667,5333.3333,5033.3333,5000,4950,4950,4950,5000,5033.3333,5066.6667,5100,5066.6667,5033.3333,5000,5000,5000,5000,5000,5000,5033.3333,5033.3333,5066.6667,5483.3333,6117.6667,6317.6667,6219.3333,6285,6385,6366.6667,5700,6094,7427.3333,9061,10333.6667,10333.6667,10333.3333
394388,49,"Birmingham, AL",Msa,AL,5066.6667,5400,5700,5966.6667,5966.6667,5833.3333,5566.6667,5266.6667,5233.3333,5200,5200,6016.6667,6683.3333,7650,7999.3333,7666,7466,6466.6667,6133.3333,5333.3333,5000,5000,5000,5000.3333,5133.6667,5467,5800,7033.3333,7700,7866.6667,7166.6667,6200,6366.6667,6033.3333,7033.3333,7366.6667,8700,9333.3333,10000,10000,10000
395053,50,"Salt Lake City, UT",Msa,UT,8333.3333,9666.6667,9700,10000,10000,10000,10000,9666.6667,8300.3333,6850.5,5817.1667,5550.1667,6333.3333,7700,9300,9935.3333,9902,9635.3333,9300,8050,7016.6667,5717.6667,6084.3333,7417.6667,9083.3333,9999.8333,9999.8333,9999.8333,10000,10000,10000,10000,10000,10000,10000,11516.6667,13183.3333,16516.6667,18333.3333,18333.3333,16666.6667
395031,51,"Rochester, NY",Msa,NY,5033.3333,5166.6667,5833.3333,6133.3333,6666.6667,6133.3333,5800,5166.6667,5033.3333,5033.3333,5000,5000,5300,6933.3333,8100,9433.3333,9166.6667,8331.6667,7331.6667,5998.3333,5700,5066.6667,5033.3333,5333.3333,7000,7966.6667,8133.3333,8133.3333,8833.3333,10000,9700,9383.3333,9050,8816.6667,7800,8133.3333,8666.6667,10000,10000,10000,10000
394640,52,"Grand Rapids, MI",Msa,MI,5033.3333,5866.6667,6733.3333,8333.3333,9133.5,9133.5,7833.5,6566.6667,5733.3333,5433.5,5066.8333,5033.5,5300,6333.3333,7983.5,9350.1667,9983.5,10000,9700,8083.3333,6416.6667,5050,5033.3333,6033.3333,6900,6866.6667,7233.3333,8033.3333,9700,10000,10000,9350,9016.6667,8016.6667,8666.6667,9000,10000,10000,10000,10833.3333,10833.3333
395167,53,"Tucson, AZ",Msa,AZ,5966.6667,6300,6666.6667,6333.3333,5699.8333,5066.5,5099.8333,5233.3333,5500,5800,5966.6667,5800,5800,5800,6000,5828.1667,5636.5,5336.5,5208.3333,5066.6667,5033.3333,5000,5000,5666.6667,6333.3333,6333.3333,6000,5666.6667,6794.3333,6794.3333,7327.6667,6533.3333,6950,6716.6667,7383.3333,7823.3333,8856.6667,9523.3333,10000,10000,10000
753924,54,"Urban Honolulu, HI",Msa,HI,17833.3333,16083.3333,14083.3333,14083.3333,14666.6667,14962.6667,14962.6667,14962.6667,15000,15000,15000,14666.6667,14666.6667,14666.6667,14666.6667,15000,15333.3333,15666.6667,15333.3333,15900,15900,15900,15000,15333.3333,15000,14333.3333,12666.6667,12481.3333,11814.6667,13148,13666.6667,14333.3333,14000,13333.3333,14000,14333.3333,15000,14666.6667,14666.6667,16333.3333,17667
395169,55,"Tulsa, OK",Msa,OK,5000,5000,5000,5000,5000,5000,5000,4999.8333,4999.8333,4999.8333,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000.1667,5000.1667,5000.1667,5000,5033.3333,5033.3333,5066.6667,5033.3333,5033.3333,5000,5000,5018.3333,5385,6568.3333,8216.6667,9516.6667,10000,10000
394619,56,"Fresno, CA",Msa,CA,7166.6667,8000,8866.6667,8866.6667,8700,8350,7983.3333,7983.3333,7066.6667,6650,5983.3333,6550,6850,7483.3333,8450,9266.6667,9788.5,9127.6667,8461,7639.1667,7000,6425,6125,7145.6667,8387.3333,8979,8495,8311.6667,9020,9816.6667,10000,10000,8966.6667,8666.6667,8666.6667,9700,10666.6667,12333.3333,12333.3333,11850,11850
395238,57,"Worcester, MA",Msa,MA,9963.3333,9966.6667,10000,10000,10000,10000,10000,10000,10000,9166.6667,8500,7466.6667,8300,8966.6667,10000,10000,10000,10000,10000,10000,10000,9033.3333,9033.3333,9033.3333,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000.3333,12400.3333,12700.3333,12733.3333
394415,58,"Stamford, CT",Msa,CT,16700,18366.6667,19700,20000,18333.3333,16666.6667,16333.3333,16650,16650,15316.6667,15666.6667,17033.3333,17366.6667,18366.6667,18666.6667,19667,18333.6667,16633.6667,16800,16466.6667,16166.6667,13933.3333,15600,17600,18666.6667,15633.3333,13966.6667,13966.6667,16252,16585.3333,17618.6667,17033.3333,17033.3333,15666.6667,16967,18300.3333,21300.3333,23000,25000,25300,24333.3333
394312,59,"Albuquerque, NM",Msa,NM,5000,5000,5033.3333,5033.3333,5033.3333,5000,5000,5000,5000,5000,5000,5000,5000,5033.3333,5066.6667,5083.3333,5083.3333,5083.3333,5100,5066.6667,5066.6667,5033.3333,5066.6667,5033.3333,5033.3333,5000,5033.3333,5700,6066.6667,6366.6667,6033.3333,6000,6000,5966.6667,5966.6667,6966.6667,8333.3333,9666.6667,10000,10000,10000
394308,60,"Albany, NY",Msa,NY,6200,6700,8000,8000,8833.3333,8683.3333,8750,7916.6667,7066.6667,6766.6667,6400,6900,6633.3333,7033.3333,7283.3333,8366.6667,9000,9250,8500,7500,6350,5533.3333,5200,5349.6667,5666.3333,6699.6667,7366.6667,8700,9333.3333,10000,10000,9083.3333,9050,8750,8300,6983.3333,7283.3333,8650,10000,10000,10000
394938,61,"Omaha, NE",Msa,NE,5033.3333,5366.6667,5683.3333,5966.6667,5966.6667,5816.6667,5516.6667,5183.3333,5016.6667,5000,5000,5000,5033.3333,5533.3333,5866.6667,6166.6667,5750,5833.3333,5533.3333,5483.3333,5066.6667,5033.3333,5000,5000,5033.3333,5033.3333,5366.6667,5675,6675,6675,7000,6666.6667,7166.6667,6533.3333,5866.6667,6700,7500,9166.6667,9166.6667,10000,10000
394908,62,"New Haven, CT",Msa,CT,10000,10000,10000,10000,10000,10000,10000,10000,10000,9500,9500,9000,9499.6667,9499.6667,9999.6667,10000,10000,10000,10000,10000,9333.3333,9333.3333,9300,9966.6667,9966.6667,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10033.3333,11700,13033.3333,14666.6667
394357,63,"Bakersfield, CA",Msa,CA,5641.6667,5675,5708.3333,6066.6667,6333.3333,6300,5657.5,5357.5,5024.1667,5000,5000,5025,5025.3333,5358.6667,5633.6667,5966.6667,5966.6667,5700,5666.6667,5500,5800,5533.3333,5366.6667,5700,5700,5700,5033.3333,5666.6667,6000,7000,7666.6667,8666.6667,9000,9300.1667,8633.5,8033.3333,8066.5,9066.5,10000,10000,10000
394753,64,"Knoxville, TN",Msa,TN,5033.3333,5066.6667,5100,5100,5100,5066.6667,5033.3333,5000,5000,5000,5000,5000,5001.6667,5301.6667,5601.6667,5933.3333,5666.6667,5666.6667,5333.3333,5300,5000,5000,5000,5000,5166.6667,5166.6667,5166.6667,5333.3333,5666.6667,6016.6667,6700,6866.6667,7150,6266.6667,6233.3333,6933.5,8466.8333,9666.8333,10000,10000,10000
394653,65,"Greenville, SC",Msa,SC,5250,5283.3333,5066.6667,5100,5099.6667,5099.6667,5066.3333,5066.6667,5033.3333,5033.3333,5000,5000,5000,5333.3333,5366.6667,5533.3333,5200,5166.6667,5000,5000,5000,5000,5000,5000.3333,5000.3333,5000.3333,5000,5000,5000,5033.3333,5166.6667,5166.6667,5166.6667,5066.6667,5100,5233.3333,5866.6667,7166.6667,8666.6667,9666.6667,10000
394952,66,"Ventura, CA",Msa,CA,13365,13031.6667,13665,12733.3333,12766.6667,12799.6667,12733,11366.6667,10667,10000.3333,10333.3333,11333.3333,11641.6667,11641.6667,10941.6667,11466.6667,12466.6667,13500,13000,12591.6667,11591.6667,12591.6667,13333.6667,16333.6667,17000.3333,17000,15133.3333,14466.6667,14800,16533.3333,19866.6667,20900,21033.3333,19700,20000,21668.3333,25001.6667,31668.3333,36833.3333,35166.6667,31800
394318,67,"Allentown, PA",Msa,PA,5908.3333,6275,6308.3333,6700,6866.6667,7166.6667,7000,6833.3333,6833.3333,6666.3333,6333,6333,6666.6667,7166.6667,7583.3333,7916.6667,8450,7700,7700,6966.6667,7733.3333,7066.6667,6766.6667,7000,7666.6667,8333.3333,8566.6667,9233.3333,9816.5,9916.5,9916.5,10000,9516.6667,8683.3333,8650.3333,9133.6667,9967,10000,10000,10000,10000
394561,68,"El Paso, TX",Msa,TX,4508.3333,4375,4516.6667,4683.3333,4533.3333,4383.6667,4350.5,4633.8333,4783.5,4950,4983.3333,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4966.6667,4966.6667,4933.3333,4966.6667,4966.6667,5000,5000,5000,5016.6667,5016.6667,5016.6667,5000,5000,5000,5000,5166.6667,6833.3333,7166.6667,7983.3333,7316.5
394367,69,"Baton Rouge, LA",Msa,LA,5000,5033.3333,5033.3333,5033.3333,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4966.6667,4633.3333,4633.3333,4666.6667,5000,5000,5000,5000,5000,5000,5000,5000,5000,5303.3333,5636.6667,6636.6667,7891.6667,9225,8891.6667
394521,70,"Dayton, OH",Msa,OH,4699.1667,4700,5000,5000,5000,5000,5000,4966.6667,4633.3333,3966.6667,3500,3800,4466.6667,4966.6667,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5033.3333,5150,6150,6766.6667,6983.3333,6683.3333
394843,71,"McAllen, TX",Msa,TX,5300,5033.3333,5133.3333,5216.6667,5183.3333,5083.3333,5032.5,5065.8333,5065.8333,5033.3333,5100,5100,5266.6667,5833.3333,5833.3333,5700,5366.6667,5533.3333,6166.6667,6133.3333,6000,5436,5169.3333,5469.3333,5700,5966.6667,5633.3333,5333,5066.3333,5233,5500,5500,5933.3333,5666.6667,5966.6667,5366.6667,5666.6667,6333.3333,7633.5,8216.8333,8883.5
394486,72,"Columbia, SC",Msa,SC,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4833.3333,4833.3333,4833.3333,5000,5000,5000,5000,5000,5000,5000,5000,6583.3333,8250,9583.3333,9666.6667,9666.6667
394648,73,"Greensboro, NC",Msa,NC,5000,5000,5033.3333,5033.3333,5033.3333,5018.8333,5018.8333,5018.8333,5000,5000,5000,5000,5000,5033.3333,5033.3333,5066.6667,5033.3333,5033.3333,5000,5000,5000,5000,5000,5000,5000,4950,4983.3333,5016.6667,5400,5400,5366.6667,5033.3333,5033.3333,5033.3333,5033.3333,5000,5033.3333,6700,7400,9033.3333,7066.6667
394304,74,"Akron, OH",Msa,OH,5000,5000,5000,5033.3333,5166.6667,5166.6667,5133.3333,5000,5000,5000,5000,5000,5000,5000,5300,5633.3333,5799.6667,5833,5799.6667,5766.6667,5433.3333,5133.3333,5000,5000,5000,5000,5666.6667,5966.6667,6483.3333,7150,7016.6667,6916.6667,5600,5433.3333,5016.6667,5000,5833.3333,6166.6667,6333.3333,6866.6667,7866.6667
753906,75,"North Port-Sarasota-Bradenton, FL",Msa,FL,9566.3333,9533,9333,8933.3333,9100,8433.3333,7833.3333,7333.3333,7333.3333,7900,8566.6667,9533.3333,9800,9500,8941.6667,8441.5,8021.1667,7612.8333,6913,6516.6667,6183.3333,6883.3333,7666.6667,9000,8950,7950,6316.6667,5666.6667,6083.3333,6775,6808.3333,6391.6667,6000,6683.3333,7350,8683.3333,9333.3333,10000,10333.3333,11666.6667,11741.6667
394798,76,"Little Rock, AR",Msa,AR,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5333.3333,5700,6033.3333,7033.3333,8333.3333,9666.6667,10000,10000
395134,77,"Stockton, CA",Msa,CA,9366.6667,9666.6667,9666.6667,10000,10000,9966.6667,9966.6667,9966.6667,10000,8833.3333,8831.5,8831.5,9848.1667,9850,9850,10000,10000,9999.3333,9999.3333,9999.3333,10000,9966.6667,9966.6667,9966.6667,10000,9000,8333.3333,8000.3333,9000.3333,9667,10000,10033.3333,10033.3333,10033.3333,10000.3333,10333.6667,10834.3333,14150.6667,17150.6667,19983.3333,20000
394457,78,"Charleston, SC",Msa,SC,5033.6667,5333.6667,5498.6667,5665,5331.6667,5200,5033.3333,5066.6667,5033.3333,5033.3333,5000,5000,5033.3333,5366.6667,5700,5700,5366.6667,5033.3333,5000,5030.1667,5036.8333,5036.8333,5006.6667,5333.3333,5366.6667,5366.6667,5033.3333,5000.3333,5000.3333,5333.6667,5666.6667,7000,7800,7833.3333,8166.6667,7700,8967,8967,9967,10000,10000
395143,79,"Syracuse, NY",Msa,NY,5000,5000,5000,5300,5300,5300,5000,5000,5000,5000,5000,5000,5000,5000,5033.3333,5116.6667,5150,5150,5100,5066.6667,5033.3333,5000,5000,5000,5000,5650,5983.3333,6533.3333,7133.3333,8466.6667,8250,7333.3333,5666.6667,5333.3333,5033.3333,5166.6667,5500,7133.3333,8666.6667,10000,10000
394484,80,"Colorado Springs, CO",Msa,CO,9366.6667,9700,10033.3333,10033.3333,10000,10000,9833.3333,9833.3333,8500,7033.3333,7033.3333,7700,9000,9000,9666.6667,10000,10000,10000,10000,10000,9150,7816.6667,7816.6667,8666.6667,10033.3333,10033.3333,10033.3333,10000,10000,10033.3333,10033.3333,10033.3333,10000,10000,9966.6667,13300,14633.3333,16300,17966.6667,21633.3333,24416.6667
395235,81,"Winston-Salem, NC",Msa,NC,5366.6667,5400,5433.3333,5133.3333,5100,5066.6667,5066.6667,5033.3333,5033.3333,5000,5000,5033.3333,5066.6667,5266.6667,5733.3333,6366.6667,6200,6000,5366.6667,5366.6667,5100,5150,5118.3333,5501.6667,6085,6250,5866.6667,6200,6700,6666.6667,5700,5216.6667,5916.6667,5883.3333,5916.6667,6254,7920.6667,9370.6667,9666.6667,9666.6667,9666.6667
395224,82,"Wichita, KS",Msa,KS,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5033.3333,5033.5,5050.3333,5017,5016.8333,5000,5000,5000,5000,5000,5816.6667,6816.6667,7816.6667,7450
395115,83,"Springfield, MA",Msa,MA,5666.6667,6166.6667,7533.3333,8533.3333,9033.3333,8533.3333,7200,6866.6667,6033.3333,5733.3333,5066.6667,5033.3333,5068,5526.3333,6326.3333,7625,8166.6667,9033.3333,9033.3333,8683.3333,7350,5983.3333,5366.6667,5800,7150,7450,6716.6667,6333.3333,7666.6667,9300,9926.8333,9926.8333,9593.5,9633.3333,9633.3333,9966.6667,10000,10000,11646.6667,11980,12313.3333
394440,84,"Fort Myers, FL",Msa,FL,6150,6150,5700,5400,5066.6667,5033.3333,5000,5000,5000,5033.3333,5100,5433.3333,5733.3333,5700,5400,5066.6667,5033.3333,5000,5000,5000,5000,5000,5033.3333,5533.3333,5833.5,5800.1667,5300.1667,5000,5000,5000,5000,5000,5333.3333,5633.3333,5666.6667,6333.3333,7700,9333.3333,10333.3333,10333.3333,10333.3333
394399,85,"Boise City, ID",Msa,ID,5366.6667,6000,6223,6923,6289.6667,6366.6667,5366.6667,5400,5066.6667,5033.3333,5000,5000,5000,5033.3333,6073,6406.3333,6489.6667,6116.6667,6116.6667,6033.3333,5366.6667,5033.3333,5000,5000,5000,5325.3333,5625.3333,6958.6667,7933.3333,9283.3333,9616.6667,9983.3333,10033.3333,8366.6667,6700,8947.3333,10614,14280.6667,15333.3333,17177,16527
395160,86,"Toledo, OH",Msa,OH,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5033.3333,5033.3333,5033.3333,5000,5000,5000,5000,5000,5000,5000,5000,5000,5433.3333,5583.3333,5591.6667,5191.6667,5191.6667,5183.3333,5150,5000,5000,,,,9500,10000
394816,87,"Madison, WI",Msa,WI,7533.3333,8533.3333,9333.3333,10000,10000,10000,9983.3333,9819.3333,9519.3333,9519.3333,9283.3333,9583.3333,9600,10000,10000,10000,10000,10000,10000,9333.3333,8016.6667,7683.3333,8350,9666.6667,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,11000,12700,14333.3333,14200,12500
394766,88,"Lakeland, FL",Msa,FL,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5033.3333,5033.3333,6550,8183.3333,9850
394931,89,"Ogden, UT",Msa,UT,7201.5,8701.6667,9466.6667,9833.3333,9633.3333,8333.3333,7000,5933.3333,5933.3333,5600,5366.6667,5066.6667,5400,5683.3333,5983.3333,6616.6667,6633.3333,6666.6667,5733.3333,5700,5366.6667,5333.3333,5033.3333,5875,6906.6667,7270.5,7062.1667,7663.8333,8966.6667,9966.6667,10000,10000,10000,9916.6667,9916.6667,8916.6667,9000,11483.3333,15816.6667,16150,14633.6667
394528,90,"Daytona Beach, FL",Msa,FL,5033.3333,5066.6667,5067,5067,5067,5066.6667,5033.3333,5000,5000,5000,5000,5000,5000,5033.3333,5033.6667,5066.6667,5033.3333,5033,5000,5000,5000,5000,5000,5033.3333,5064.8333,5064.8333,5031.5,5000,5000,5000,5017.5,5050.8333,5050.8333,5033.3333,5233.3333,5900,6566.6667,8000,8833.3333,9833.3333,9833.3333
394531,91,"Des Moines, IA",Msa,IA,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4666.6667,4666.6667,4666.6667,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5033.3333,5233.3333,5566.6667,5700
394711,92,"Jackson, MS",Msa,MS,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4966.6667,4966.6667,4966.6667,5000.1667,5000.1667,5000.1667,5000,5033.3333,5066.6667,5100,5100,5066.6667,5166.6667,5298.6667,5965.3333,6632,7800,8466.6667,9333.3333,9666.6667
394352,94,"Augusta, GA",Msa,GA,5033.3333,5033.3333,5033.3333,5000,5000,5033.3333,5033.3333,5033.3333,5000,5000,5000.3333,5000.3333,5000.3333,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5033.3333,5033.3333,5033.3333,5000,5033.3333,5033.3333,5066.6667,5200,5200,5166.6667,5166.6667,5166.6667,5500,5333.3333,6650.1667,7983.5,9650.1667,10000
394666,96,"Harrisburg, PA",Msa,PA,5000,5000,5000,5000,5000,5000,5000,5033.3333,5033.3333,5033.3333,5000,5000,5033.3333,5166.6667,5166.6667,5433.3333,5300,5333.3333,5066.6667,5066.6667,5033.8333,5000.5,5000.5,5033.3333,5166.6667,5983.3333,5950,6150,6000,6133.3333,5800,5166.6667,5350,5350,5316.6667,5000,5000,6666.6667,7666.5,9300.5,8533.8333
395006,100,"Provo, UT",Msa,UT,7416.6667,9050,9466.6667,9466.6667,8800,8633.3333,7333.3333,6333.3333,5366.6667,5033.3333,5033.3333,5000,5000,5000,5333.3333,5633.3333,5815.8333,5815.8333,5682.5,5500,5166.6667,5000,5033.3333,5200,6066.6667,6033.3333,6200,6650,6983.3333,8316.6667,8666.6667,9967,9633.6667,9633.6667,8000,9433.3333,12433.3333,16433.3333,17333.3333,14633.3333,13633.3333
394602,159,"Fort Collins, CO",Msa,CO,8895.1667,9133.3333,9966.6667,10000,10000,10000,10000,10000,10000,8850,8016.6667,6383.3333,7200,7700,9000,9033.3333,8399.6667,7733,7299.6667,7266.6667,7371.3333,6471.3333,6059.6667,5955,7588.3333,7666.6667,8000,7666.6667,8633.3333,8363,8029.6667,8396.1667,9333.1667,8999.8333,7666.6667,7666.6667,10333.3333,14183.3333,17516.6667,17183.3333,16333.3333
